telescope,z,increment_Mpc_inv,cutoff_min,cutoff_max,variance_mK2,rms_mK,variance_ratio,mode_count,mode_ratio,status
ska_mid1_interferom,0.58498635743881,0.0,0.12528834229376587,0.12677807322506948,0.12266720818929017,0.35023878738553527,1.0,57538042.01142094,1.0,ok
ska_mid1_interferom,0.58498635743881,0.01,0.13528834229376588,0.1367780732250695,0.12205852962755673,0.3493687588030114,0.995037968412926,57351076.29343283,0.9967505721179911,ok
ska_mid1_interferom,0.58498635743881,0.02,0.14528834229376586,0.14677807322506947,0.12085752912530559,0.3476456948177348,0.9852472466709112,56970531.19427748,0.9901367721718647,ok
ska_mid1_interferom,0.58498635743881,0.03,0.15528834229376587,0.15677807322506948,0.11920543450417592,0.3452614002522957,0.9717791434547666,56429615.730896756,0.9807357664290319,ok
ska_mid1_interferom,0.5949858762960337,0.0,0.1227298461557228,0.12419367820771951,0.1288265565733422,0.3589241654909045,1.0,58018912.80481235,1.0,ok
ska_mid1_interferom,0.5949858762960337,0.01,0.1327298461557228,0.13419367820771952,0.1282105590977476,0.3580650207682225,0.995218396796596,57837585.90625054,0.9968746932716261,ok
ska_mid1_interferom,0.5949858762960337,0.02,0.1427298461557228,0.1441936782077195,0.12699084464098195,0.35635774811414156,0.9857505161886777,57467258.44529647,0.9904918183942577,ok
ska_mid1_interferom,0.5949858762960337,0.03,0.1527298461557228,0.1541936782077195,0.12531146897816364,0.35399360019379394,0.9727145730765739,56940408.932287276,0.9814111671455584,ok
ska_mid1_interferom,0.6049854116579813,0.0,0.12030896650597063,0.12171118724562863,0.1351573199431752,0.3676374844098126,1.0,58473506.960918635,1.0,ok
ska_mid1_interferom,0.6049854116579813,0.01,0.13030896650597062,0.13171118724562864,0.134531638331094,0.3667855481491794,0.9953707160489401,58296875.73780106,0.9969792948585138,ok
ska_mid1_interferom,0.6049854116579813,0.02,0.14030896650597063,0.14171118724562862,0.13329421370750194,0.3650948009866779,0.9862152768606497,57936547.91093272,0.9908170541174348,ok
ska_mid1_interferom,0.6049854116579813,0.03,0.15030896650597064,0.15171118724562863,0.13158561615325992,0.3627473172240698,0.9735737302913601,57422464.293901026,0.9820253184451536,ok
ska_mid1_interferom,0.6149849627373841,0.0,0.11795758915489163,0.11931171690061358,0.14166523719626845,0.37638442740935557,1.0,58893349.01440543,1.0,ok
ska_mid1_interferom,0.6149849627373841,0.01,0.12795758915489164,0.12931171690061358,0.14103541746108844,0.3755468245919388,0.9955541687739002,58722656.82484491,0.9971016728982628,ok
ska_mid1_interferom,0.6149849627373841,0.02,0.13795758915489162,0.13931171690061359,0.13978293156960425,0.37387555626117663,0.9867130026821161,58372546.21073659,0.9911568485680539,ok
ska_mid1_interferom,0.6149849627373841,0.03,0.14795758915489163,0.14931171690061357,0.13804782960263973,0.37154788332412786,0.9744651005058,57871395.684785366,0.9826473897864071,ok
ska_mid1_interferom,0.6249845287963656,0.0,0.11567995241140845,0.11700037510135444,0.14840095447193602,0.3852284445260189,1.0,59296114.3260908,1.0,ok
ska_mid1_interferom,0.6249845287963656,0.01,0.12567995241140845,0.12700037510135445,0.14776593235481295,0.3844033459204185,0.9957209027436332,59130763.83900988,0.9972114448145524,ok
ska_mid1_interferom,0.6249845287963656,0.02,0.13567995241140846,0.13700037510135443,0.1464970457752094,0.3827493249833491,0.9871705090880215,58790004.2405945,0.991464700659591,ok
ska_mid1_interferom,0.6249845287963656,0.03,0.14567995241140846,0.14700037510135444,0.1447390832572744,0.3804459005657367,0.9753244766673376,58302238.10156372,0.9832387630146996,ok
ska_mid1_interferom,0.6349841091429956,0.0,0.11348934379354819,0.11474749116749121,0.15537718003445158,0.39417912176376313,1.0,59690934.48372498,1.0,ok
ska_mid1_interferom,0.6349841091429956,0.01,0.12348934379354819,0.1247474911674912,0.15473042720705998,0.39335788692621887,0.9958375301492266,59529042.50111681,0.9972878296510451,ok
ska_mid1_interferom,0.6349841091429956,0.02,0.13348934379354818,0.1347474911674912,0.15344346230654007,0.3917186009197675,0.987554686425106,59196791.93516813,0.9917216483067194,ok
ska_mid1_interferom,0.6349841091429956,0.03,0.1434893437935482,0.1447474911674912,0.15165711033211732,0.38943177879073676,0.9760578116972556,58720313.93908872,0.9837392302025209,ok
ska_mid1_interferom,0.6449837031272238,0.0,0.11137286910062895,0.11259225097520294,0.16247327106896545,0.4030797328928427,1.0,60042364.06019274,1.0,ok
ska_mid1_interferom,0.6449837031272238,0.01,0.12137286910062894,0.12259225097520293,0.16182747352283805,0.4022778561179301,0.99602520745795,59886827.06890459,0.9974095458477914,ok
ska_mid1_interferom,0.6449837031272238,0.02,0.13137286910062895,0.13259225097520294,0.16052654691836327,0.40065764303001045,0.9880181882361693,59563678.836310945,0.9920275420301254,ok
ska_mid1_interferom,0.6449837031272238,0.03,0.14137286910062896,0.14259225097520295,0.1587178933862639,0.3983941432630052,0.9768861815977874,59099501.668618456,0.9842967143893758,ok
ska_mid1_interferom,0.6549833101382365,0.0,0.10933483361194957,0.11054944869191963,0.16982684187865876,0.4121005239970689,1.0,60396015.05241671,1.0,ok
ska_mid1_interferom,0.6549833101382365,0.01,0.11933483361194956,0.12054944869191962,0.16916884135238877,0.41130139964798174,0.9961254621531493,60243436.72770147,0.9974737021211942,ok
ska_mid1_interferom,0.6549833101382365,0.02,0.12933483361194956,0.13054944869191962,0.16784764229823027,0.4096921311158298,0.9883457788030785,59927450.512264475,0.992241797083043,ok
ska_mid1_interferom,0.6549833101382365,0.03,0.13933483361194957,0.14054944869191963,0.16600984039618277,0.4074430517215661,0.9775241567219201,59473306.40638931,0.9847223588306845,ok
ska_mid1_interferom,0.6649829296010924,0.0,0.107332941624305,0.10848669224560852,0.17733002808326842,0.4211057207914284,1.0,60729372.59132156,1.0,ok
ska_mid1_interferom,0.6649829296010924,0.01,0.11733294162430499,0.11848669224560851,0.17666615413979742,0.42031673073980463,0.9962562801650306,60581077.24701105,0.9975580952349292,ok
ska_mid1_interferom,0.6649829296010924,0.02,0.127332941624305,0.12848669224560852,0.17533079708637422,0.41872520474217245,0.9887259308617747,60273418.35783482,0.9924920312193067,ok
ska_mid1_interferom,0.6649829296010924,0.03,0.13733294162430498,0.1384866922456085,0.1734683240706572,0.41649528697292265,0.9782230677209509,59830059.41463469,0.9851914627417807,ok
ska_mid1_interferom,0.6749825609743139,0.0,0.10547401771230963,0.10653484630745554,0.18493921815285447,0.4300456000854496,1.0,61038575.482499175,1.0,ok
ska_mid1_interferom,0.6749825609743139,0.01,0.11547401771230963,0.11653484630745553,0.1842693640385975,0.4292660760397885,0.9963779769323815,60894308.86147503,0.997636468087865,ok
ska_mid1_interferom,0.6749825609743139,0.02,0.12547401771230962,0.12653484630745554,0.18291807783782232,0.4276892304440484,0.9890713265946564,60594140.39368154,0.9927187834037008,ok
ska_mid1_interferom,0.6749825609743139,0.03,0.13547401771230963,0.13653484630745555,0.18102973055268878,0.4254758871577669,0.9788606892620556,60160718.90728435,0.985618003561264,ok
ska_mid1_interferom,0.6849822037474782,0.0,0.10356234984368126,0.1046425600342499,0.19271862779148546,0.4389972981596646,1.0,61345843.13783188,1.0,ok
ska_mid1_interferom,0.6849822037474782,0.01,0.11356234984368126,0.1146425600342499,0.19204055031306067,0.4382243150637133,0.9964815156365764,61204998.59500931,0.9977040898678967,ok
ska_mid1_interferom,0.6849822037474782,0.02,0.12356234984368127,0.12464256003424991,0.19067156093633836,0.43665954808791063,0.9893779502344633,60911689.063350536,0.9929228444459409,ok
ska_mid1_interferom,0.6849822037474782,0.03,0.13356234984368126,0.1346425600342499,0.1887582357842752,0.4344631581437892,0.979449874396702,60488092.644607455,0.9860177894809069,ok
ska_mid1_interferom,0.6949818574387783,0.0,0.10176282922573636,0.10282288730452721,0.20062255318275948,0.4479090903104775,1.0,61631825.2552858,1.0,ok
ska_mid1_interferom,0.6949818574387783,0.01,0.11176282922573635,0.1128228873045272,0.19993867394184084,0.4471450256257368,0.9965912145465736,61494734.853358574,0.9977756556558339,ok
ska_mid1_interferom,0.6949818574387783,0.02,0.12176282922573636,0.12282288730452721,0.19855261476547117,0.44559243122552156,0.9896824241120954,61208103.10020327,0.993124945540272,ok
ska_mid1_interferom,0.6949818574387783,0.03,0.13176282922573634,0.1328228873045272,0.1966144774521433,0.4434123108937587,0.9800218087795693,60793912.89097944,0.9864045505575142,ok
ska_mid1_interferom,0.7049815215933805,0.0,0.10005140423901149,0.10101019384458608,0.2087473675142224,0.456888791189084,1.0,61905531.01240374,1.0,ok
ska_mid1_interferom,0.7049815215933805,0.01,0.11005140423901148,0.11101019384458607,0.20805523840160878,0.4561307251234111,0.9966843696241272,61771546.3959579,0.9978356600088125,ok
ska_mid1_interferom,0.7049815215933805,0.02,0.12005140423901149,0.12101019384458608,0.20665461727395731,0.4545928038079324,0.9899747227225631,61491810.91061607,0.9933169121559626,ok
ska_mid1_interferom,0.7049815215933805,0.03,0.1300514042390115,0.13101019384458606,0.20469067853582135,0.4524275395417717,0.9805665143148468,61086456.21509546,0.986768956118894,ok
ska_mid1_interferom,0.714981195781088,0.0,0.09832040301641692,0.09928579625854123,0.2171502309155458,0.4659938099541085,1.0,62169109.67920488,1.0,ok
ska_mid1_interferom,0.714981195781088,0.01,0.10832040301641692,0.10928579625854122,0.2164517079538527,0.4652437081292478,0.9967832271752695,62038457.215949945,0.9978984343843895,ok
ska_mid1_interferom,0.714981195781088,0.02,0.11832040301641693,0.11928579625854123,0.21503531700867626,0.4637190065208415,0.9902605956348622,61765132.15775275,0.9935019574264989,ok
ska_mid1_interferom,0.714981195781088,0.03,0.12832040301641692,0.12928579625854122,0.2130486182780555,0.4615718993591957,0.9811116358467723,61368897.47698416,0.9871284596747508,ok
ska_mid1_interferom,0.7249808795950998,0.0,0.09674536301734947,0.09764408997585948,0.2258331605257338,0.47521906582726015,1.0,62416983.10643086,1.0,ok
ska_mid1_interferom,0.7249808795950998,0.01,0.10674536301734946,0.10764408997585947,0.22512413049698382,0.4744724760162425,0.9968603812340961,62288750.19893134,0.9979455446079336,ok
ska_mid1_interferom,0.7249808795950998,0.02,0.11674536301734947,0.11764408997585948,0.22368910536760198,0.4729578262039883,0.990506021555291,62020974.57763657,0.9936554362437058,ok
ska_mid1_interferom,0.7249808795950998,0.03,0.12674536301734945,0.12764408997585946,0.22167527148733296,0.4708240345259925,0.9815886691364485,61632558.90682782,0.9874325197956866,ok
ska_mid1_interferom,0.7349805726501474,0.0,0.09508091499224038,0.09600568482416816,0.23479963346719118,0.48456127937257965,1.0,62660486.74429096,1.0,ok
ska_mid1_interferom,0.7349805726501474,0.01,0.10508091499224037,0.10600568482416815,0.23408476855296068,0.4838230756722551,0.9969554257658992,62535468.59304189,0.9980048327463644,ok
ska_mid1_interferom,0.7349805726501474,0.02,0.11508091499224038,0.11600568482416816,0.2326351052820925,0.4823226153541761,0.9907813817545795,62273850.659816794,0.9938296667555109,ok
ska_mid1_interferom,0.7349805726501474,0.03,0.1250809149922404,0.12600568482416816,0.230594962425531,0.4802030429157348,0.9820925144576612,61893267.20355897,0.9877559275295305,ok
ska_mid1_interferom,0.7449802745811362,0.0,0.09356940152720444,0.09442393434626724,0.2439361626299379,0.4938989396930691,1.0,62884788.08712468,1.0,ok
ska_mid1_interferom,0.7449802745811362,0.01,0.10356940152720444,0.10442393434626723,0.24321477412538428,0.4931680992576307,0.997042716025471,62762683.962585464,0.9980582883674499,ok
ska_mid1_interferom,0.7449802745811362,0.02,0.11356940152720445,0.11442393434626724,0.24175190443377242,0.49168272741044344,0.9910457794669867,62507165.4162882,0.9939950076588745,ok
ska_mid1_interferom,0.7449802745811362,0.03,0.12356940152720444,0.12442393434626724,0.23968609293905552,0.48957746367562255,0.9825771232724936,62134139.14878021,0.9880631077693309,ok
