entered_mK2,exited_mK2,density_change_mK2,other_response_change_mK2,entered_modes,exited_modes,interpolation_groups_changed,parallel_floor_changed,redshift_weight_change_mK2,telescope,z_before,z_after,variance_before,variance_after,relative_change,abs_log_ratio
0.0006758859045796271,0.0,-0.005417465849456864,0.030824142540281034,40483.004978016244,0.0,3443.479956915405,0.0,-2.2789344505848912e-07,ska_mid1_interferom,1.244971993187495,1.2549719049292063,1.066416315138091,1.0924986498400497,0.02445792917054287,0.024163623110390206
0.0006368449953364222,0.0,-0.005518546542469755,0.03139729134320717,37436.63917395404,0.0,3443.0450959698474,0.0,-2.284073231583958e-07,ska_mid1_interferom,1.2549719049292063,1.2649718184299303,1.0924986498400497,1.1190140112288005,0.024270383668330228,0.023980538314264485
0.00063271969305923,0.0,-0.005617100281651075,0.03197725607928237,36432.0,0.0,3546.480757927535,0.0,-2.255260467145185e-07,ska_mid1_interferom,1.2649718184299303,1.2749717336460331,1.1190140112288005,1.1460066611934443,0.024121815896659675,0.0238354803786185
0.000645679405091171,0.0,-0.00570934565809871,0.03256521794918041,36437.65322741977,0.0,3464.46159492242,0.0,-2.2526994444219483e-07,ska_mid1_interferom,1.2749717336460331,1.284971650535233,1.1460066611934443,1.1735079876196726,0.023997527551531467,0.023714112113943506
0.0006577086666207942,0.0,-0.005797606000184324,0.03316197935444949,36432.0,0.0,3450.064311191489,0.0,-2.270505899964658e-07,ska_mid1_interferom,1.284971650535233,1.2949715690565256,1.1735079876196726,1.2015298425899688,0.023878708339374267,0.02359807071436283
0.000559320182767263,0.0,-0.0058898340666549585,0.03376778260903934,30362.713475130284,0.0,3564.9852528525535,0.0,-2.2681359459099444e-07,ska_mid1_interferom,1.2949715690565256,1.304971489170141,1.2015298425899688,1.2299668845015257,0.023667362144130528,0.02339163218871399
0.0006648041949476431,0.0,-0.005986686582538555,0.034379578435123966,35497.40090289334,0.0,3491.9763567380733,0.0,-2.275117414485057e-07,ska_mid1_interferom,1.304971489170141,1.3149714108375186,1.2299668845015257,1.2590243530373173,0.0236245942081342,0.023349852181842018
0.000523700037910962,0.0,-0.006086456764913636,0.03500303225871941,27433.30749508596,0.0,3456.030885710692,0.0,-2.24683024451322e-07,ska_mid1_interferom,1.3149714108375186,1.32497133402124,1.2590243530373173,1.2884644038860096,0.02338322589048417,0.02311402668435383
0.0005922851670602,0.0,-0.006150359970314021,0.03563141656724746,30474.876078844718,0.0,3585.490543944718,0.0,-2.2494367058225847e-07,ska_mid1_interferom,1.32497133402124,1.334971258684994,1.2884644038860096,1.3185375207063328,0.02334027756577727,0.023072058802868264
0.0007460955086165818,0.0,-0.006146703559306497,0.03627160079170186,37598.27486995625,0.0,3530.974060576952,0.0,-2.232010557026968e-07,ska_mid1_interferom,1.334971258684994,1.3449711847935426,1.3185375207063328,1.349408290246289,0.0234128866681161,0.023143009324541452
0.0006359577181445098,0.0,-0.006098894262341774,0.03692794083831049,31492.31160753403,0.0,3466.048404100603,0.0,-2.264332019718709e-07,ska_mid1_interferom,1.3449711847935426,1.3549711123126835,1.349408290246289,1.3808730681072001,0.02331746298606802,0.023049764328068587
