telescope,z,z_low,z_high,variance_mK2,mode_count,k_min_min,k_min_max,first_node_peak_kperp,first_node_peak_density,first_node_peak_group_fraction
ska_mid1_interferom,0.984975089283782,0.979967619047619,0.989967619047619,0.5369478190371026,66674242.14915303,0.06655694220396563,0.06699299144557605,0.14896071427234547,0.0022798005145093793,0.000378206449264435
ska_mid1_interferom,0.9949749339750112,0.989967619047619,0.999967619047619,0.5524612814653388,66759573.05842497,0.06566086947361534,0.06614838146272924,0.13757239137132957,0.002363065542724301,0.00037829687214452795
ska_mid1_interferom,1.0049747822694182,0.999967619047619,1.009967619047619,0.5683091282804318,66846965.41989267,0.06490727088646465,0.06533896295682266,0.13757239137132957,0.002370454141160885,0.00037912589815886316
ska_mid1_interferom,1.0149746340595482,1.009967619047619,1.019967619047619,0.5843999430364057,66925544.338775694,0.06409784399653445,0.06455050698708008,0.2355275694930816,0.0021422403241305953,0.0003898138788303556
ska_mid1_interferom,1.0249744892419546,1.019967619047619,1.029967619047619,0.6008320615175308,67003151.978887394,0.06334150077036921,0.0637837909361526,0.2355275694930816,0.002080036429789784,0.00040362237114092655
ska_mid1_interferom,1.0349743477170723,1.029967619047619,1.039967619047619,0.6175677173076998,67071704.38863619,0.06257601644944567,0.06315099958474399,0.2355275694930816,0.0021238335896038543,0.0003974767748156454
ska_mid1_interferom,1.0449742093891068,1.039967619047619,1.049967619047619,0.634850497998618,67151319.12082414,0.06188222971277152,0.06227041269178256,0.2355275694930816,0.0021698178481574727,0.0003909838005578065
ska_mid1_interferom,1.0549740741657054,1.049967619047619,1.059967619047619,0.6524511095020318,67218856.57213405,0.061147744945217915,0.061540561050953346,0.2355275694930816,0.0022164546694481498,0.0003847096002733839
ska_mid1_interferom,1.0649739419579114,1.059967619047619,1.069967619047619,0.670490843789288,67291418.49411526,0.06043756473773863,0.060867966418229925,0.2355275694930816,0.002263748760772238,0.000378477201193984
ska_mid1_interferom,1.0749738126800437,1.069967619047619,1.079967619047619,0.6887809633716035,67355934.2778211,0.05975255570143421,0.06013778990362739,0.10533113119236721,0.002659277818420613,0.00037527418106844354
ska_mid1_interferom,1.084973686249406,1.079967619047619,1.089967619047619,0.7074003070924346,67420449.89686838,0.05907660006481847,0.0594999722583134,0.10533113119236721,0.002683194892979476,0.00037381931968947054
ska_mid1_interferom,1.094973562586271,1.089967619047619,1.0999676190476189,0.7263093477739229,67474885.35672124,0.05839282008589773,0.05880404220939845,0.10533113119236721,0.0027071969253762494,0.00037243190171065054
ska_mid1_interferom,1.104973441613772,1.0999676190476189,1.109967619047619,0.7459290809149359,67547444.3313205,0.05782261466360345,0.05811705552185371,0.10533113119236721,0.0027312835899663715,0.0003708315864918612
ska_mid1_interferom,1.1149733232576469,1.109967619047619,1.1199676190476189,0.7657784268358852,67593831.83608575,0.057141400138970545,0.057561563151313354,0.10533113119236721,0.002755454560932016,0.0003694369766095868
ska_mid1_interferom,1.1249732074462362,1.1199676190476189,1.129967619047619,0.7863293602486613,67653369.38662907,0.05648752618968228,0.056859566607459715,0.10533113119236721,0.002779709512287777,0.00036780867835643576
ska_mid1_interferom,1.1349730941103835,1.129967619047619,1.139967619047619,0.8072788007945311,67703968.79065177,0.05591584770816276,0.05627382734219963,0.13757239137132957,0.002611843782512809,0.0003671046648914998
ska_mid1_interferom,1.1449729831832212,1.139967619047619,1.1499676190476191,0.8288188053783723,67760651.49027684,0.05528380587470687,0.05569995559811609,0.13757239137132957,0.002626713350978062,0.00036658443152178964
ska_mid1_interferom,1.154972874600165,1.1499676190476191,1.159967619047619,0.8508631987128823,67820338.42423728,0.05469954846143324,0.05504719919996898,0.13757239137132957,0.002641496561311061,0.00036593639159328316
ska_mid1_interferom,1.164972768298837,1.159967619047619,1.1699676190476191,0.873078717424139,67861839.07736972,0.054127535439164,0.05446040350248495,0.13757239137132957,0.0026561917847845013,0.000365507946306131
ska_mid1_interferom,1.174972664218868,1.1699676190476191,1.179967619047619,0.8958597254267455,67916472.3806968,0.05358689900930031,0.053885851951015355,0.13757239137132957,0.0026707973918074037,0.0003649617072329077
