telescope,z,variance_mK2,mode_count,peak_kperp,peak_density,peak_group_fraction,peak_zero_edge_gap
chime_icyl,1.2659616907399678,0.15999413326050155,66561240,0.3565974278932744,0.03327411231117199,0.0013546891376305169,0.29263458500214035
chime_icyl,1.2662116886319343,0.16080384535923342,66561240,0.3565974278932744,0.030563107529204894,0.001468548346753971,0.2926501256223578
chime_icyl,1.266461686523901,0.1616511623607738,66565256,0.35996030713001353,0.020973257571319136,0.0014663082574162818,0.2960285386161941
chime_icyl,1.2667116844158672,0.16246212211167638,66565256,0.35996030713001353,0.021538937558116086,0.0014217574254544044,0.2960440655145137
chime_icyl,1.2669616823078338,0.16333167064522494,66569272,0.35996030713001353,0.022673446324619338,0.0013444535894569544,0.29605958555839507
chime_icyl,1.2672116801998001,0.16419284748337354,66569272,0.35996030713001353,0.02380850391947098,0.0012746155682695924,0.2960750987521739
chime_icyl,1.2674616780917667,0.1650689467167006,66569272,0.3330862830898876,0.11011228531051967,0.0012545757508290285,0.26921658106005625
chime_icyl,1.2677116759837332,0.16599637419729787,66569272,0.3330862830898876,0.10401145174373033,0.001321752109022396,0.2692320805666226
chime_icyl,1.2679616738756996,0.16695702090308942,66569272,0.3558222917712744,0.03594816745706784,0.0012934948246880787,0.2919835819174588
chime_icyl,1.2682116717676661,0.1679727975410159,66573288,0.3558222917712744,0.03323790454815493,0.001391570315488517,0.29199906775411266
chime_icyl,1.2684616696596325,0.16896366398108956,66573288,0.3558222917712744,0.03052632412101535,0.0015074450075039318,0.2920145467622889
chime_icyl,1.268711667551599,0.16994955443044685,66573288,0.35874490588698066,0.030903535938971848,0.0015161098145415168,0.29495263306200825
chime_icyl,1.2689616654435654,0.1709407946142175,66577304,0.35874490588698066,0.02890929285679821,0.0016125275193121752,0.294968098426169
chime_icyl,1.269211663335532,0.17194914199399247,66583328,0.35874490588698066,0.026914080325864197,0.001723225745692476,0.29498355697478473
chime_icyl,1.2694616612274985,0.17294184922807188,66583328,0.35874490588698066,0.024917898162255887,0.001852002580224034,0.29499900871215917
chime_icyl,1.2697116591194648,0.17400732779618694,66583328,0.35874490588698066,0.02292074618205685,0.002002571883349819,0.29501445364259254
chime_icyl,1.2699616570114314,0.17510012749710246,66583328,0.35874490588698066,0.0209226242013543,0.0021817905140650413,0.2950298917703815
chime_icyl,1.2702116549033977,0.17620702650036696,66583328,0.35874490588698066,0.0216674943891681,0.00209514924111982,0.2950453230998193
chime_icyl,1.2704616527953643,0.17737958311819035,66591360,0.35874490588698066,0.02280238644351587,0.0019792201865116974,0.29506074763519563
chime_icyl,1.2707116506873306,0.17841727062559082,66591360,0.35874490588698066,0.023937826544689293,0.0018758044035966292,0.2950761653807965
chime_icyl,1.2709616485792972,0.17952977504905426,66595376,0.35874490588698066,0.02507381479640433,0.0017810795762318056,0.2950915763409048
chime_icyl,1.2712116464712637,0.18061322138599284,66599392,0.35874490588698066,0.026210351302372002,0.00169491865660365,0.29510698051979956
chime_icyl,1.27146164436323,0.18167261695336023,66599392,0.35874490588698066,0.02734743616629846,0.001616203783366191,0.2951223779217563
chime_icyl,1.2717116422551966,0.18279879119099882,66599392,0.35874490588698066,0.02848506949190404,0.0015432721694256623,0.2951377685510471
chime_icyl,1.271961640147163,0.1839130772882898,66599392,0.35874490588698066,0.02962325138290767,0.0014761097937857552,0.29515315241194084
chime_icyl,1.2722116380391295,0.1850700124452371,66599392,0.35874490588698066,0.03076198194303753,0.001413658310428371,0.2951685295087027
chime_icyl,1.2724616359310958,0.1862490995634491,66599392,0.34293331757295753,0.06902526775848082,0.0014293154777497332,0.27937231153157127
chime_icyl,1.2727116338230624,0.1874499648710852,66599392,0.35435194543294607,0.030918288738906,0.001503980145192493,0.29080630297283966
chime_icyl,1.272961631715029,0.188590643146036,66599392,0.35433777787220105,0.031649700579245856,0.0014692497310165897,0.29080749224201735
chime_icyl,1.2732116296069953,0.1900505345014345,66603408,0.06351562492955704,0.04431012763349518,0.0014300059637272833,6.893821901943209e-07
